-60.00	22	22.00	0.00
-51.43	13	13.00	0.00
-42.86	11	11.00	0.00
-34.29	10	10.00	0.00
-25.71	13	13.00	0.00
-17.14	130	130.00	0.00
-8.57	318	318.00	0.00
0.00	336	336.00	0.00
8.57	160	160.00	0.00
17.14	28	28.00	0.00
25.71	12	12.00	0.00
34.29	15	15.00	0.00
42.86	12	12.00	0.00
51.43	11	11.00	0.00
60.00	7	7.00	0.00
-60.00	7	14.50	7.50
-51.43	16	14.50	1.50
-42.86	11	11.00	0.00
-34.29	16	13.00	3.00
-25.71	10	11.50	1.50
-17.14	86	108.00	22.00
-8.57	331	324.50	6.50
0.00	318	327.00	9.00
8.57	137	148.50	11.50
17.14	10	19.00	9.00
25.71	14	13.00	1.00
34.29	12	13.50	1.50
42.86	9	10.50	1.50
51.43	11	11.00	0.00
60.00	12	9.50	2.50
-60.00	4	11.00	5.57
-51.43	16	15.00	1.00
-42.86	4	8.67	2.33
-34.29	11	12.33	1.86
-25.71	12	11.67	0.88
-17.14	90	102.00	14.05
-8.57	327	325.33	3.84
0.00	310	321.33	7.69
8.57	136	144.33	7.84
17.14	24	20.67	5.46
25.71	16	14.00	1.15
34.29	10	12.33	1.45
42.86	15	12.00	1.73
51.43	18	13.33	2.33
60.00	14	11.00	2.08
-60.00	10	10.75	3.94
-51.43	20	16.25	1.44
-42.86	17	10.75	2.66
