-60.00	15	15.00	0.00
-51.43	17	17.00	0.00
-42.86	5	5.00	0.00
-34.29	15	15.00	0.00
-25.71	18	18.00	0.00
-17.14	85	85.00	0.00
-8.57	275	275.00	0.00
0.00	275	275.00	0.00
8.57	135	135.00	0.00
17.14	27	27.00	0.00
25.71	7	7.00	0.00
34.29	2	2.00	0.00
42.86	6	6.00	0.00
51.43	22	22.00	0.00
60.00	13	13.00	0.00
-60.00	8	11.50	3.50
-51.43	10	13.50	3.50
-42.86	5	5.00	0.00
-34.29	12	13.50	1.50
-25.71	13	15.50	2.50
-17.14	65	75.00	10.00
-8.57	221	248.00	27.00
0.00	326	300.50	25.50
8.57	136	135.50	0.50
17.14	20	23.50	3.50
25.71	15	11.00	4.00
34.29	13	7.50	5.50
42.86	15	10.50	4.50
51.43	9	15.50	6.50
60.00	6	9.50	3.50
-60.00	11	11.33	2.03
-51.43	12	13.00	2.08
-42.86	8	6.00	1.00
-34.29	13	13.33	0.88
-25.71	9	13.33	2.60
-17.14	81	77.00	6.11
-8.57	264	253.33	16.48
0.00	289	296.67	15.21
8.57	156	142.33	6.84
17.14	19	22.00	2.52
25.71	14	12.00	2.52
34.29	12	9.00	3.51
42.86	16	12.33	3.18
51.43	13	14.67	3.84
60.00	10	9.67	2.03
-60.00	15	12.25	1.70
-51.43	11	12.50	1.55
-42.86	6	6.00	0.71
-34.29	9	12.25	1.25
-25.71	6	11.50	2.60
-17.14	71	75.50	4.57
-8.57	247	251.75	11.76
0.00	306	299.00	11.01
8.57	154	145.25	5.65
17.14	25	22.75	1.93
25.71	12	12.00	1.78
34.29	15	10.50	2.90
42.86	11	12.00	2.27
51.43	5	12.25	3.64
60.00	7	9.00	1.58
