-60.00	12	12.00	0.00
-51.43	8	8.00	0.00
-42.86	11	11.00	0.00
-34.29	11	11.00	0.00
-25.71	5	5.00	0.00
-17.14	35	35.00	0.00
-8.57	297	297.00	0.00
0.00	281	281.00	0.00
8.57	78	78.00	0.00
17.14	13	13.00	0.00
25.71	11	11.00	0.00
34.29	14	14.00	0.00
42.86	7	7.00	0.00
51.43	10	10.00	0.00
60.00	12	12.00	0.00
-60.00	16	14.00	2.00
-51.43	11	9.50	1.50
-42.86	22	16.50	5.50
-34.29	12	11.50	0.50
-25.71	7	6.00	1.00
-17.14	40	37.50	2.50
-8.57	298	297.50	0.50
0.00	305	293.00	12.00
8.57	79	78.50	0.50
17.14	9	11.00	2.00
25.71	13	12.00	1.00
34.29	9	11.50	2.50
42.86	7	7.00	0.00
51.43	10	10.00	0.00
60.00	13	12.50	0.50
-60.00	12	13.33	1.33
-51.43	10	9.67	0.88
-42.86	11	14.67	3.67
-34.29	11	11.33	0.33
-25.71	14	8.67	2.73
-17.14	38	37.67	1.45
-8.57	280	291.67	5.84
0.00	273	286.33	9.61
8.57	75	77.33	1.20
17.14	12	11.33	1.20
25.71	14	12.67	0.88
34.29	12	11.67	1.45
42.86	15	9.67	2.67
51.43	11	10.33	0.33
60.00	8	11.00	1.53
