-60.00	16	16.00	0.00
-51.43	8	8.00	0.00
-42.86	16	16.00	0.00
-34.29	15	15.00	0.00
-25.71	11	11.00	0.00
-17.14	104	104.00	0.00
-8.57	265	265.00	0.00
0.00	310	310.00	0.00
8.57	136	136.00	0.00
17.14	21	21.00	0.00
25.71	13	13.00	0.00
34.29	13	13.00	0.00
42.86	13	13.00	0.00
51.43	9	9.00	0.00
60.00	14	14.00	0.00
-60.00	12	14.00	2.00
-51.43	15	11.50	3.50
-42.86	6	11.00	5.00
-34.29	12	13.50	1.50
-25.71	10	10.50	0.50
-17.14	94	99.00	5.00
-8.57	287	276.00	11.00
0.00	293	301.50	8.50
8.57	127	131.50	4.50
17.14	13	17.00	4.00
25.71	7	10.00	3.00
34.29	8	10.50	2.50
42.86	17	15.00	2.00
51.43	15	12.00	3.00
60.00	11	12.50	1.50
-60.00	8	12.00	2.31
-51.43	14	12.33	2.19
-42.86	19	13.67	3.93
-34.29	19	15.33	2.03
-25.71	8	9.67	0.88
-17.14	80	92.67	6.96
-8.57	309	287.00	12.70
0.00	333	312.00	11.59
8.57	126	129.67	3.18
17.14	14	16.00	2.52
25.71	11	10.33	1.76
34.29	17	12.67	2.60
42.86	12	14.00	1.53
51.43	10	11.33	1.86
60.00	11	12.00	1.00
-60.00	12	12.00	1.63
-51.43	15	13.00	1.68
-42.86	6	11.75	3.38
-34.29	6	13.00	2.74
-25.71	13	10.50	1.04
-17.14	86	91.00	5.20
-8.57	282	285.75	9.07
0.00	342	319.50	11.11
8.57	144	133.25	4.23
17.14	18	16.50	1.85
25.71	16	11.75	1.89
34.29	11	12.25	1.89
42.86	8	12.50	1.85
51.43	12	11.50	1.32
60.00	7	10.75	1.44
